0.000000, 83000000.0000000000000000, 30000.0000000000000000, 9000.0000000000000000, 0.0000000000000000
0.010000, 82999951.3513513505458832, 29999.4682922654465074, 9024.8551318925037776, 24.3915003564662243
0.020000, 82999902.5683792233467102, 29999.0717794964075438, 9049.6424377319326595, 48.8499934314173885
0.030000, 82999853.6514504998922348, 29998.8098731982463505, 9074.3623214982908394, 73.3752970030343903
0.040000, 82999804.6009298413991928, 29998.6819880249531707, 9099.0151851201571844, 97.9672299357915648
0.050000, 82999755.4171797633171082, 29998.6875417629053118, 9123.6014284853717982, 122.6256121749412102
0.060000, 82999706.1005606055259705, 29998.8259553146854159, 9148.1214494516552804, 147.3502647410267627
0.070000, 82999656.6514305770397186, 29999.0966526830125076, 9172.5756438571806939, 172.1410097244245492
0.080000, 82999607.0701457113027573, 29999.4990609547312488, 9196.9644055310855038, 196.9976702799139616
0.090000, 82999557.3570599406957626, 30000.0326102849066956, 9221.2881263039325859, 221.9200706212759542
0.100000, 82999507.5125250816345215, 30000.6967338809809007, 9245.5471960181130271, 246.9080360159194925
0.110000, 82999457.5368908345699310, 30001.4908679870277410, 9269.7420025382016320, 271.9613927795362542
0.120000, 82999407.4305047839879990, 30002.4144518680841429, 9293.8729317612542218, 297.0799682707828993
0.130000, 82999357.1937124580144882, 30003.4669277945540671, 9317.9403676270485448, 322.2635908859911069
0.140000, 82999306.8268572986125946, 30004.6477410267070809, 9341.9446921282778931, 347.5120900539053537
0.150000, 82999256.3302806913852692, 30005.9563397992496903, 9365.8862853206901491, 372.8252962304477478
0.160000, 82999205.7043219506740570, 30007.3921753059767070, 9389.7655253331740823, 398.2030408935103765
0.170000, 82999154.9493183493614197, 30008.9547016845099279, 9413.5827883777910756, 423.6451565377746533
0.180000, 82999104.0656051337718964, 30010.6433760011059348, 9437.3384487597577390, 449.1514766695577805
0.190000, 82999053.0535155236721039, 30012.4576582355439314, 9461.0328788873775920, 474.7218358016858133
0.200000, 82999001.9133807271718979, 30014.3970112661008898, 9484.6664492819145380, 500.3560694483936686
0.210000, 82998950.6455299407243729, 30016.4609008545921824, 9508.2395285874281399, 526.0540141202516224
0.220000, 82998899.2502903789281845, 30018.6487956315068004, 9531.7524835805397743, 551.8155073191179554
0.230000, 82998847.7279872745275497, 30020.9601670811935037, 9555.2056791801678628, 577.6403875331184281
0.240000, 82998796.0789438933134079, 30023.3944895271561109, 9578.5994784571958007, 603.5284942316513934
0.250000, 82998744.3034815192222595, 30025.9512401173997205, 9601.9342426441016869, 629.4796678604192266
0.260000, 82998692.4019194841384888, 30028.6298988098642440, 9625.2103311445298459, 655.4937498364855628
0.270000, 82998640.3745751976966858, 30031.4299483579270600, 9648.4281015428205137, 681.5705825433580003
0.280000, 82998588.2217641174793243, 30034.3508742959929805, 9671.5879096134831343, 707.7100093260971789
0.290000, 82998535.9437997788190842, 30037.3921649251460622, 9694.6901093306205439, 733.9118744864501878
0.300000, 82998483.5409938246011734, 30040.5533112988814537, 9717.7350528773149563, 760.1760232780104616
0.310000, 82998431.0136559605598450, 30043.8338072089100024, 9740.7230906549502834, 786.5023019014022339
0.320000, 82998378.3620940297842026, 30047.2331491710428963, 9763.6545712924944382, 812.8905574994900007
0.330000, 82998325.5866139680147171, 30050.7508364111417904, 9786.5298416557361634, 839.3406381526135647
0.340000, 82998272.6875198483467102, 30054.3863708511344157, 9809.3492468564672890, 865.8523928738472932
0.350000, 82998219.6651138812303543, 30058.1392570951247762, 9832.1131302616195171, 892.4256716042840480
0.360000, 82998166.5196963995695114, 30062.0090024155615538, 9854.8218335023557302, 919.0603252083444659
0.370000, 82998113.2515659183263779, 30065.9951167394719960, 9877.4756964831140067, 945.7562054691096591
0.380000, 82998059.8610190898180008, 30070.0971126347867539, 9900.0750573906025238, 972.5131650836788140
0.390000, 82998006.3483507633209229, 30074.3145052967156516, 9922.6202527027489850, 999.3310576585511171
0.400000, 82997952.7138539403676987, 30078.6468125342034909, 9945.1116171976045734, 1026.2097377050311025
0.410000, 82997898.9578198343515396, 30083.0935547564586159, 9967.5494839622006111, 1053.1490606346587811
0.420000, 82997845.0805378407239914, 30087.6542549595469609, 9989.9341844013597438, 1080.1488827546625089
0.430000, 82997791.0822955816984177, 30092.3284387130552204, 10012.2660482464598317, 1107.2090612634367517
0.440000, 82997736.9633788913488388, 30097.1156341468267783, 10034.5454035641560040, 1134.3294542460425873
0.450000, 82997682.7240718305110931, 30102.0153719377667585, 10056.7725767650554189, 1161.5099206697318550
0.460000, 82997628.3646566867828369, 30107.0271852967052837, 10078.9478926123447309, 1188.7503203794949513
0.470000, 82997573.8854140043258667, 30112.1506099553480453, 10101.0716742303775391, 1216.0505140936311363
0.480000, 82997519.2866225689649582, 30117.3851841532778053, 10123.1442431132145430, 1243.4103633993424864
0.490000, 82997464.5685594230890274, 30122.7304486250250193, 10145.1659191331182228, 1270.8297307483508121
0.500000, 82997409.7314999103546143, 30128.1859465872221335, 10167.1370205490075023, 1298.3084794525373127
0.510000, 82997354.7757176160812378, 30133.7512237257978995, 10189.0578640148632985, 1325.8464736796045145
0.520000, 82997299.7014844417572021, 30139.4258281832662760, 10210.9287645880958735, 1353.4435784487616274
0.530000, 82997244.5090705752372742, 30145.2093105460553488, 10232.7500357378667104, 1381.0996596264315031
0.540000, 82997189.1987445056438446, 30151.1012238319199241, 10254.5219893533630966, 1408.8145839219812387
0.550000, 82997133.7707730531692505, 30157.1011234774159675, 10276.2449357520381454, 1436.5882188834732460
